,Week Ending Date,State,Observed Number,Upper Bound Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Outcome
16354,2020-02-22,North Carolina,1930.0,2168.0,2041.0,0.0,0.0,"All causes, excluding COVID-19"
16355,2020-02-29,North Carolina,1972.0,2142.0,2018.0,0.0,0.0,"All causes, excluding COVID-19"
16356,2020-03-07,North Carolina,2035.0,2114.0,1986.0,0.0,49.0,"All causes, excluding COVID-19"
16357,2020-03-14,North Carolina,2023.0,2114.0,1980.0,0.0,43.0,"All causes, excluding COVID-19"
16358,2020-03-21,North Carolina,2051.0,2107.0,1970.0,0.0,81.0,"All causes, excluding COVID-19"
16359,2020-03-28,North Carolina,1862.0,2082.0,1955.0,0.0,0.0,"All causes, excluding COVID-19"
16360,2020-04-04,North Carolina,1977.0,2046.0,1928.0,0.0,49.0,"All causes, excluding COVID-19"
16361,2020-04-11,North Carolina,1949.0,2030.0,1905.0,0.0,44.0,"All causes, excluding COVID-19"
16362,2020-04-18,North Carolina,1888.0,2018.0,1888.0,0.0,0.0,"All causes, excluding COVID-19"
16363,2020-04-25,North Carolina,1987.0,1995.0,1865.0,0.0,122.0,"All causes, excluding COVID-19"
16364,2020-05-02,North Carolina,1831.0,1959.0,1836.0,0.0,0.0,"All causes, excluding COVID-19"
16365,2020-05-09,North Carolina,1944.0,1946.0,1830.0,0.0,114.0,"All causes, excluding COVID-19"
16366,2020-05-16,North Carolina,1937.0,1950.0,1828.0,0.0,109.0,"All causes, excluding COVID-19"
16367,2020-05-23,North Carolina,1970.0,1942.0,1816.0,28.0,154.0,"All causes, excluding COVID-19"
16368,2020-05-30,North Carolina,1797.0,1945.0,1816.0,0.0,0.0,"All causes, excluding COVID-19"
16369,2020-06-06,North Carolina,1680.0,1938.0,1815.0,0.0,0.0,"All causes, excluding COVID-19"
16370,2020-06-13,North Carolina,1163.0,1921.0,1806.0,0.0,0.0,"All causes, excluding COVID-19"
16371,2020-06-20,North Carolina,,1928.0,1807.0,0.0,0.0,"All causes, excluding COVID-19"
16372,2020-06-27,North Carolina,,1919.0,1793.0,0.0,0.0,"All causes, excluding COVID-19"
16531,2020-01-04,North Dakota,149.0,172.0,146.0,0.0,3.0,"All causes, excluding COVID-19"
16532,2020-01-11,North Dakota,151.0,174.0,148.0,0.0,3.0,"All causes, excluding COVID-19"
16533,2020-01-18,North Dakota,171.0,175.0,148.0,0.0,23.0,"All causes, excluding COVID-19"
16534,2020-01-25,North Dakota,147.0,173.0,147.0,0.0,0.0,"All causes, excluding COVID-19"
16535,2020-02-01,North Dakota,130.0,173.0,147.0,0.0,0.0,"All causes, excluding COVID-19"
16536,2020-02-08,North Dakota,139.0,172.0,147.0,0.0,0.0,"All causes, excluding COVID-19"
16537,2020-02-15,North Dakota,150.0,170.0,145.0,0.0,5.0,"All causes, excluding COVID-19"
16538,2020-02-22,North Dakota,179.0,172.0,145.0,7.0,34.0,"All causes, excluding COVID-19"
16539,2020-02-29,North Dakota,154.0,173.0,146.0,0.0,8.0,"All causes, excluding COVID-19"
16540,2020-03-07,North Dakota,174.0,173.0,146.0,1.0,28.0,"All causes, excluding COVID-19"
16541,2020-03-14,North Dakota,150.0,169.0,143.0,0.0,7.0,"All causes, excluding COVID-19"
16542,2020-03-21,North Dakota,152.0,172.0,146.0,0.0,6.0,"All causes, excluding COVID-19"
16543,2020-03-28,North Dakota,118.0,174.0,147.0,0.0,0.0,"All causes, excluding COVID-19"
16544,2020-04-04,North Dakota,140.0,176.0,148.0,0.0,0.0,"All causes, excluding COVID-19"
16545,2020-04-11,North Dakota,156.0,176.0,148.0,0.0,8.0,"All causes, excluding COVID-19"
16546,2020-04-18,North Dakota,155.0,173.0,147.0,0.0,8.0,"All causes, excluding COVID-19"
16547,2020-04-25,North Dakota,150.0,170.0,144.0,0.0,6.0,"All causes, excluding COVID-19"
16548,2020-05-02,North Dakota,143.0,170.0,143.0,0.0,0.0,"All causes, excluding COVID-19"
16549,2020-05-09,North Dakota,131.0,169.0,142.0,0.0,0.0,"All causes, excluding COVID-19"
16550,2020-05-16,North Dakota,142.0,168.0,141.0,0.0,1.0,"All causes, excluding COVID-19"
16551,2020-05-23,North Dakota,131.0,166.0,139.0,0.0,0.0,"All causes, excluding COVID-19"
16552,2020-05-30,North Dakota,131.0,167.0,141.0,0.0,0.0,"All causes, excluding COVID-19"
16553,2020-06-06,North Dakota,158.0,165.0,139.0,0.0,19.0,"All causes, excluding COVID-19"
16554,2020-06-13,North Dakota,144.0,166.0,139.0,0.0,5.0,"All causes, excluding COVID-19"
16555,2020-06-20,North Dakota,142.0,164.0,137.0,0.0,5.0,"All causes, excluding COVID-19"
16556,2020-06-27,North Dakota,123.0,163.0,137.0,0.0,0.0,"All causes, excluding COVID-19"
16715,2020-01-04,Ohio,2541.0,2762.0,2594.0,0.0,0.0,"All causes, excluding COVID-19"
16716,2020-01-11,Ohio,2614.0,2815.0,2641.0,0.0,0.0,"All causes, excluding COVID-19"
16717,2020-01-18,Ohio,2475.0,2811.0,2643.0,0.0,0.0,"All causes, excluding COVID-19"
16718,2020-01-25,Ohio,2564.0,2787.0,2623.0,0.0,0.0,"All causes, excluding COVID-19"
16719,2020-02-01,Ohio,2494.0,2738.0,2578.0,0.0,0.0,"All causes, excluding COVID-19"
16720,2020-02-08,Ohio,2541.0,2720.0,2561.0,0.0,0.0,"All causes, excluding COVID-19"
16721,2020-02-15,Ohio,2494.0,2706.0,2546.0,0.0,0.0,"All causes, excluding COVID-19"
16722,2020-02-22,Ohio,2535.0,2683.0,2536.0,0.0,0.0,"All causes, excluding COVID-19"
16723,2020-02-29,Ohio,2465.0,2675.0,2522.0,0.0,0.0,"All causes, excluding COVID-19"
16724,2020-03-07,Ohio,2514.0,2684.0,2524.0,0.0,0.0,"All causes, excluding COVID-19"
16725,2020-03-14,Ohio,2551.0,2680.0,2517.0,0.0,34.0,"All causes, excluding COVID-19"
16726,2020-03-21,Ohio,2516.0,2680.0,2519.0,0.0,0.0,"All causes, excluding COVID-19"
16727,2020-03-28,Ohio,2466.0,2658.0,2505.0,0.0,0.0,"All causes, excluding COVID-19"
16728,2020-04-04,Ohio,2453.0,2638.0,2491.0,0.0,0.0,"All causes, excluding COVID-19"
16729,2020-04-11,Ohio,2452.0,2620.0,2472.0,0.0,0.0,"All causes, excluding COVID-19"
16730,2020-04-18,Ohio,2381.0,2597.0,2441.0,0.0,0.0,"All causes, excluding COVID-19"
16731,2020-04-25,Ohio,2551.0,2547.0,2393.0,4.0,158.0,"All causes, excluding COVID-19"
16732,2020-05-02,Ohio,2421.0,2500.0,2353.0,0.0,68.0,"All causes, excluding COVID-19"
16733,2020-05-09,Ohio,2342.0,2467.0,2322.0,0.0,20.0,"All causes, excluding COVID-19"
16734,2020-05-16,Ohio,2440.0,2429.0,2285.0,11.0,155.0,"All causes, excluding COVID-19"
16735,2020-05-23,Ohio,2403.0,2427.0,2279.0,0.0,124.0,"All causes, excluding COVID-19"
16736,2020-05-30,Ohio,2345.0,2417.0,2269.0,0.0,76.0,"All causes, excluding COVID-19"
16737,2020-06-06,Ohio,2420.0,2409.0,2267.0,11.0,153.0,"All causes, excluding COVID-19"
16738,2020-06-13,Ohio,2315.0,2405.0,2265.0,0.0,50.0,"All causes, excluding COVID-19"
16739,2020-06-20,Ohio,2293.0,2409.0,2264.0,0.0,29.0,"All causes, excluding COVID-19"
16740,2020-06-27,Ohio,2307.0,2420.0,2268.0,0.0,39.0,"All causes, excluding COVID-19"
16899,2020-01-04,Oklahoma,900.0,900.0,828.0,0.0,72.0,"All causes, excluding COVID-19"
16900,2020-01-11,Oklahoma,823.0,907.0,837.0,0.0,0.0,"All causes, excluding COVID-19"
16901,2020-01-18,Oklahoma,850.0,935.0,861.0,0.0,0.0,"All causes, excluding COVID-19"
16902,2020-01-25,Oklahoma,803.0,927.0,855.0,0.0,0.0,"All causes, excluding COVID-19"
16903,2020-02-01,Oklahoma,831.0,928.0,855.0,0.0,0.0,"All causes, excluding COVID-19"
16904,2020-02-08,Oklahoma,810.0,929.0,855.0,0.0,0.0,"All causes, excluding COVID-19"
16905,2020-02-15,Oklahoma,795.0,917.0,842.0,0.0,0.0,"All causes, excluding COVID-19"
16906,2020-02-22,Oklahoma,807.0,918.0,841.0,0.0,0.0,"All causes, excluding COVID-19"
16907,2020-02-29,Oklahoma,817.0,908.0,836.0,0.0,0.0,"All causes, excluding COVID-19"
16908,2020-03-07,Oklahoma,799.0,902.0,832.0,0.0,0.0,"All causes, excluding COVID-19"
16909,2020-03-14,Oklahoma,797.0,887.0,820.0,0.0,0.0,"All causes, excluding COVID-19"
16910,2020-03-21,Oklahoma,824.0,880.0,808.0,0.0,16.0,"All causes, excluding COVID-19"
16911,2020-03-28,Oklahoma,840.0,860.0,789.0,0.0,51.0,"All causes, excluding COVID-19"
16912,2020-04-04,Oklahoma,737.0,846.0,776.0,0.0,0.0,"All causes, excluding COVID-19"
16913,2020-04-11,Oklahoma,799.0,826.0,760.0,0.0,39.0,"All causes, excluding COVID-19"
16914,2020-04-18,Oklahoma,743.0,824.0,758.0,0.0,0.0,"All causes, excluding COVID-19"
16915,2020-04-25,Oklahoma,720.0,825.0,756.0,0.0,0.0,"All causes, excluding COVID-19"
16916,2020-05-02,Oklahoma,701.0,824.0,754.0,0.0,0.0,"All causes, excluding COVID-19"
16917,2020-05-09,Oklahoma,754.0,821.0,752.0,0.0,2.0,"All causes, excluding COVID-19"
16918,2020-05-16,Oklahoma,715.0,814.0,749.0,0.0,0.0,"All causes, excluding COVID-19"
16919,2020-05-23,Oklahoma,789.0,805.0,739.0,0.0,50.0,"All causes, excluding COVID-19"
16920,2020-05-30,Oklahoma,714.0,800.0,730.0,0.0,0.0,"All causes, excluding COVID-19"
16921,2020-06-06,Oklahoma,766.0,793.0,724.0,0.0,42.0,"All causes, excluding COVID-19"
16922,2020-06-13,Oklahoma,742.0,785.0,716.0,0.0,26.0,"All causes, excluding COVID-19"
16923,2020-06-20,Oklahoma,712.0,779.0,716.0,0.0,0.0,"All causes, excluding COVID-19"
16924,2020-06-27,Oklahoma,742.0,782.0,718.0,0.0,24.0,"All causes, excluding COVID-19"
17083,2020-01-04,Oregon,737.0,845.0,777.0,0.0,0.0,"All causes, excluding COVID-19"
17084,2020-01-11,Oregon,764.0,845.0,775.0,0.0,0.0,"All causes, excluding COVID-19"
17085,2020-01-18,Oregon,769.0,835.0,766.0,0.0,3.0,"All causes, excluding COVID-19"
17086,2020-01-25,Oregon,745.0,830.0,761.0,0.0,0.0,"All causes, excluding COVID-19"
17087,2020-02-01,Oregon,728.0,812.0,746.0,0.0,0.0,"All causes, excluding COVID-19"
17088,2020-02-08,Oregon,733.0,797.0,732.0,0.0,1.0,"All causes, excluding COVID-19"
17089,2020-02-15,Oregon,788.0,798.0,731.0,0.0,57.0,"All causes, excluding COVID-19"
17090,2020-02-22,Oregon,739.0,810.0,740.0,0.0,0.0,"All causes, excluding COVID-19"
17091,2020-02-29,Oregon,739.0,814.0,748.0,0.0,0.0,"All causes, excluding COVID-19"
17092,2020-03-07,Oregon,795.0,820.0,754.0,0.0,41.0,"All causes, excluding COVID-19"
17093,2020-03-14,Oregon,748.0,815.0,751.0,0.0,0.0,"All causes, excluding COVID-19"
17094,2020-03-21,Oregon,778.0,818.0,750.0,0.0,28.0,"All causes, excluding COVID-19"
17095,2020-03-28,Oregon,761.0,809.0,739.0,0.0,22.0,"All causes, excluding COVID-19"
17096,2020-04-04,Oregon,760.0,796.0,731.0,0.0,29.0,"All causes, excluding COVID-19"
17097,2020-04-11,Oregon,748.0,791.0,727.0,0.0,21.0,"All causes, excluding COVID-19"
17098,2020-04-18,Oregon,746.0,776.0,712.0,0.0,34.0,"All causes, excluding COVID-19"
17099,2020-04-25,Oregon,748.0,772.0,707.0,0.0,41.0,"All causes, excluding COVID-19"
17100,2020-05-02,Oregon,703.0,775.0,706.0,0.0,0.0,"All causes, excluding COVID-19"
17101,2020-05-09,Oregon,690.0,769.0,704.0,0.0,0.0,"All causes, excluding COVID-19"
17102,2020-05-16,Oregon,708.0,766.0,702.0,0.0,6.0,"All causes, excluding COVID-19"
17103,2020-05-23,Oregon,744.0,763.0,700.0,0.0,44.0,"All causes, excluding COVID-19"
17104,2020-05-30,Oregon,745.0,760.0,695.0,0.0,50.0,"All causes, excluding COVID-19"
17105,2020-06-06,Oregon,676.0,760.0,692.0,0.0,0.0,"All causes, excluding COVID-19"
17106,2020-06-13,Oregon,710.0,752.0,688.0,0.0,22.0,"All causes, excluding COVID-19"
17107,2020-06-20,Oregon,712.0,748.0,686.0,0.0,26.0,"All causes, excluding COVID-19"
17108,2020-06-27,Oregon,657.0,747.0,686.0,0.0,0.0,"All causes, excluding COVID-19"
17267,2020-01-04,Pennsylvania,2756.0,2997.0,2809.0,0.0,0.0,"All causes, excluding COVID-19"
17268,2020-01-11,Pennsylvania,2817.0,3029.0,2855.0,0.0,0.0,"All causes, excluding COVID-19"
17269,2020-01-18,Pennsylvania,2823.0,3035.0,2867.0,0.0,0.0,"All causes, excluding COVID-19"
17270,2020-01-25,Pennsylvania,2715.0,3031.0,2868.0,0.0,0.0,"All causes, excluding COVID-19"
17271,2020-02-01,Pennsylvania,2683.0,3038.0,2869.0,0.0,0.0,"All causes, excluding COVID-19"
17272,2020-02-08,Pennsylvania,2725.0,3020.0,2850.0,0.0,0.0,"All causes, excluding COVID-19"
17273,2020-02-15,Pennsylvania,2633.0,2971.0,2812.0,0.0,0.0,"All causes, excluding COVID-19"
17274,2020-02-22,Pennsylvania,2562.0,2950.0,2797.0,0.0,0.0,"All causes, excluding COVID-19"
17275,2020-02-29,Pennsylvania,2482.0,2933.0,2781.0,0.0,0.0,"All causes, excluding COVID-19"
17276,2020-03-07,Pennsylvania,2176.0,2925.0,2770.0,0.0,0.0,"All causes, excluding COVID-19"
17277,2020-03-14,Pennsylvania,2156.0,2898.0,2738.0,0.0,0.0,"All causes, excluding COVID-19"
17278,2020-03-21,Pennsylvania,2254.0,2884.0,2725.0,0.0,0.0,"All causes, excluding COVID-19"
17279,2020-03-28,Pennsylvania,2597.0,2846.0,2703.0,0.0,0.0,"All causes, excluding COVID-19"
17280,2020-04-04,Pennsylvania,2751.0,2817.0,2673.0,0.0,78.0,"All causes, excluding COVID-19"
17281,2020-04-11,Pennsylvania,2826.0,2788.0,2642.0,38.0,184.0,"All causes, excluding COVID-19"
17282,2020-04-18,Pennsylvania,2851.0,2752.0,2605.0,99.0,246.0,"All causes, excluding COVID-19"
17283,2020-04-25,Pennsylvania,2775.0,2714.0,2565.0,61.0,210.0,"All causes, excluding COVID-19"
17284,2020-05-02,Pennsylvania,2702.0,2663.0,2522.0,39.0,180.0,"All causes, excluding COVID-19"
17285,2020-05-09,Pennsylvania,2685.0,2624.0,2485.0,61.0,200.0,"All causes, excluding COVID-19"
17286,2020-05-16,Pennsylvania,2696.0,2600.0,2458.0,96.0,238.0,"All causes, excluding COVID-19"
17287,2020-05-23,Pennsylvania,2615.0,2586.0,2443.0,29.0,172.0,"All causes, excluding COVID-19"
17288,2020-05-30,Pennsylvania,2634.0,2588.0,2442.0,46.0,192.0,"All causes, excluding COVID-19"
17289,2020-06-06,Pennsylvania,2712.0,2575.0,2440.0,137.0,272.0,"All causes, excluding COVID-19"
17290,2020-06-13,Pennsylvania,2714.0,2564.0,2429.0,150.0,285.0,"All causes, excluding COVID-19"
17291,2020-06-20,Pennsylvania,2691.0,2571.0,2432.0,120.0,259.0,"All causes, excluding COVID-19"
17292,2020-06-27,Pennsylvania,2817.0,2547.0,2411.0,270.0,406.0,"All causes, excluding COVID-19"
17451,2020-01-04,Puerto Rico,552.0,720.0,642.0,0.0,0.0,"All causes, excluding COVID-19"
17452,2020-01-11,Puerto Rico,588.0,722.0,643.0,0.0,0.0,"All causes, excluding COVID-19"
17453,2020-01-18,Puerto Rico,651.0,720.0,641.0,0.0,10.0,"All causes, excluding COVID-19"
17454,2020-01-25,Puerto Rico,620.0,710.0,633.0,0.0,0.0,"All causes, excluding COVID-19"
17455,2020-02-01,Puerto Rico,582.0,709.0,630.0,0.0,0.0,"All causes, excluding COVID-19"
17456,2020-02-08,Puerto Rico,606.0,690.0,616.0,0.0,0.0,"All causes, excluding COVID-19"
17457,2020-02-15,Puerto Rico,618.0,689.0,613.0,0.0,5.0,"All causes, excluding COVID-19"
17458,2020-02-22,Puerto Rico,614.0,680.0,604.0,0.0,10.0,"All causes, excluding COVID-19"
17459,2020-02-29,Puerto Rico,621.0,668.0,594.0,0.0,27.0,"All causes, excluding COVID-19"
17460,2020-03-07,Puerto Rico,619.0,662.0,587.0,0.0,32.0,"All causes, excluding COVID-19"
17461,2020-03-14,Puerto Rico,595.0,647.0,576.0,0.0,19.0,"All causes, excluding COVID-19"
17462,2020-03-21,Puerto Rico,625.0,636.0,566.0,0.0,59.0,"All causes, excluding COVID-19"
17463,2020-03-28,Puerto Rico,631.0,632.0,561.0,0.0,70.0,"All causes, excluding COVID-19"
17464,2020-04-04,Puerto Rico,556.0,620.0,550.0,0.0,6.0,"All causes, excluding COVID-19"
17465,2020-04-11,Puerto Rico,576.0,609.0,543.0,0.0,33.0,"All causes, excluding COVID-19"
17466,2020-04-18,Puerto Rico,542.0,609.0,538.0,0.0,4.0,"All causes, excluding COVID-19"
17467,2020-04-25,Puerto Rico,525.0,603.0,535.0,0.0,0.0,"All causes, excluding COVID-19"
17468,2020-05-02,Puerto Rico,536.0,606.0,536.0,0.0,0.0,"All causes, excluding COVID-19"
17469,2020-05-09,Puerto Rico,560.0,610.0,540.0,0.0,20.0,"All causes, excluding COVID-19"
17470,2020-05-16,Puerto Rico,551.0,612.0,546.0,0.0,5.0,"All causes, excluding COVID-19"
17471,2020-05-23,Puerto Rico,562.0,612.0,542.0,0.0,20.0,"All causes, excluding COVID-19"
17472,2020-05-30,Puerto Rico,594.0,616.0,548.0,0.0,46.0,"All causes, excluding COVID-19"
17473,2020-06-06,Puerto Rico,658.0,620.0,550.0,38.0,108.0,"All causes, excluding COVID-19"
17474,2020-06-13,Puerto Rico,691.0,619.0,546.0,72.0,145.0,"All causes, excluding COVID-19"
17475,2020-06-20,Puerto Rico,617.0,618.0,548.0,0.0,69.0,"All causes, excluding COVID-19"
17476,2020-06-27,Puerto Rico,542.0,623.0,552.0,0.0,0.0,"All causes, excluding COVID-19"
17635,2020-01-04,Rhode Island,225.0,255.0,222.0,0.0,3.0,"All causes, excluding COVID-19"
17636,2020-01-11,Rhode Island,201.0,256.0,222.0,0.0,0.0,"All causes, excluding COVID-19"
17637,2020-01-18,Rhode Island,204.0,258.0,225.0,0.0,0.0,"All causes, excluding COVID-19"
17638,2020-01-25,Rhode Island,198.0,258.0,225.0,0.0,0.0,"All causes, excluding COVID-19"
17639,2020-02-01,Rhode Island,220.0,260.0,226.0,0.0,0.0,"All causes, excluding COVID-19"
17640,2020-02-08,Rhode Island,248.0,259.0,226.0,0.0,22.0,"All causes, excluding COVID-19"
17641,2020-02-15,Rhode Island,185.0,259.0,226.0,0.0,0.0,"All causes, excluding COVID-19"
17642,2020-02-22,Rhode Island,209.0,256.0,223.0,0.0,0.0,"All causes, excluding COVID-19"
17643,2020-02-29,Rhode Island,240.0,251.0,219.0,0.0,21.0,"All causes, excluding COVID-19"
17644,2020-03-07,Rhode Island,258.0,251.0,218.0,7.0,40.0,"All causes, excluding COVID-19"
17645,2020-03-14,Rhode Island,199.0,247.0,215.0,0.0,0.0,"All causes, excluding COVID-19"
17646,2020-03-21,Rhode Island,223.0,248.0,216.0,0.0,7.0,"All causes, excluding COVID-19"
17647,2020-03-28,Rhode Island,198.0,241.0,210.0,0.0,0.0,"All causes, excluding COVID-19"
17648,2020-04-04,Rhode Island,215.0,242.0,211.0,0.0,4.0,"All causes, excluding COVID-19"
17649,2020-04-11,Rhode Island,198.0,244.0,211.0,0.0,0.0,"All causes, excluding COVID-19"
17650,2020-04-18,Rhode Island,182.0,246.0,215.0,0.0,0.0,"All causes, excluding COVID-19"
17651,2020-04-25,Rhode Island,197.0,243.0,212.0,0.0,0.0,"All causes, excluding COVID-19"
17652,2020-05-02,Rhode Island,211.0,244.0,213.0,0.0,0.0,"All causes, excluding COVID-19"
17653,2020-05-09,Rhode Island,249.0,241.0,211.0,8.0,38.0,"All causes, excluding COVID-19"
17654,2020-05-16,Rhode Island,191.0,238.0,207.0,0.0,0.0,"All causes, excluding COVID-19"
17655,2020-05-23,Rhode Island,178.0,227.0,198.0,0.0,0.0,"All causes, excluding COVID-19"
17656,2020-05-30,Rhode Island,186.0,226.0,196.0,0.0,0.0,"All causes, excluding COVID-19"
17657,2020-06-06,Rhode Island,186.0,222.0,192.0,0.0,0.0,"All causes, excluding COVID-19"
17658,2020-06-13,Rhode Island,181.0,222.0,192.0,0.0,0.0,"All causes, excluding COVID-19"
17659,2020-06-20,Rhode Island,199.0,224.0,193.0,0.0,6.0,"All causes, excluding COVID-19"
17660,2020-06-27,Rhode Island,173.0,222.0,192.0,0.0,0.0,"All causes, excluding COVID-19"
17819,2020-01-04,South Carolina,1085.0,1123.0,1045.0,0.0,40.0,"All causes, excluding COVID-19"
17820,2020-01-11,South Carolina,1080.0,1144.0,1058.0,0.0,22.0,"All causes, excluding COVID-19"
17821,2020-01-18,South Carolina,1048.0,1152.0,1065.0,0.0,0.0,"All causes, excluding COVID-19"
17822,2020-01-25,South Carolina,1033.0,1155.0,1073.0,0.0,0.0,"All causes, excluding COVID-19"
17823,2020-02-01,South Carolina,1032.0,1150.0,1071.0,0.0,0.0,"All causes, excluding COVID-19"
17824,2020-02-08,South Carolina,1101.0,1131.0,1054.0,0.0,47.0,"All causes, excluding COVID-19"
17825,2020-02-15,South Carolina,1007.0,1127.0,1043.0,0.0,0.0,"All causes, excluding COVID-19"
17826,2020-02-22,South Carolina,1038.0,1123.0,1039.0,0.0,0.0,"All causes, excluding COVID-19"
17827,2020-02-29,South Carolina,1046.0,1110.0,1028.0,0.0,18.0,"All causes, excluding COVID-19"
17828,2020-03-07,South Carolina,1137.0,1101.0,1022.0,36.0,115.0,"All causes, excluding COVID-19"
17829,2020-03-14,South Carolina,1108.0,1092.0,1014.0,16.0,94.0,"All causes, excluding COVID-19"
17830,2020-03-21,South Carolina,1069.0,1093.0,1014.0,0.0,55.0,"All causes, excluding COVID-19"
17831,2020-03-28,South Carolina,1022.0,1089.0,1010.0,0.0,12.0,"All causes, excluding COVID-19"
17832,2020-04-04,South Carolina,1018.0,1076.0,996.0,0.0,22.0,"All causes, excluding COVID-19"
17833,2020-04-11,South Carolina,1083.0,1061.0,984.0,22.0,99.0,"All causes, excluding COVID-19"
17834,2020-04-18,South Carolina,1006.0,1051.0,979.0,0.0,27.0,"All causes, excluding COVID-19"
17835,2020-04-25,South Carolina,967.0,1038.0,961.0,0.0,6.0,"All causes, excluding COVID-19"
17836,2020-05-02,South Carolina,972.0,1031.0,954.0,0.0,18.0,"All causes, excluding COVID-19"
17837,2020-05-09,South Carolina,993.0,1030.0,953.0,0.0,40.0,"All causes, excluding COVID-19"
17838,2020-05-16,South Carolina,1047.0,1028.0,951.0,19.0,96.0,"All causes, excluding COVID-19"
17839,2020-05-23,South Carolina,992.0,1017.0,945.0,0.0,47.0,"All causes, excluding COVID-19"
17840,2020-05-30,South Carolina,987.0,1024.0,949.0,0.0,38.0,"All causes, excluding COVID-19"
17841,2020-06-06,South Carolina,982.0,1019.0,945.0,0.0,37.0,"All causes, excluding COVID-19"
17842,2020-06-13,South Carolina,1046.0,1013.0,938.0,33.0,108.0,"All causes, excluding COVID-19"
17843,2020-06-20,South Carolina,1009.0,1009.0,934.0,0.0,75.0,"All causes, excluding COVID-19"
17844,2020-06-27,South Carolina,1033.0,1004.0,932.0,29.0,101.0,"All causes, excluding COVID-19"
18003,2020-01-04,South Dakota,169.0,198.0,166.0,0.0,3.0,"All causes, excluding COVID-19"
18004,2020-01-11,South Dakota,169.0,199.0,167.0,0.0,2.0,"All causes, excluding COVID-19"
18005,2020-01-18,South Dakota,168.0,202.0,170.0,0.0,0.0,"All causes, excluding COVID-19"
18006,2020-01-25,South Dakota,151.0,200.0,168.0,0.0,0.0,"All causes, excluding COVID-19"
18007,2020-02-01,South Dakota,162.0,199.0,169.0,0.0,0.0,"All causes, excluding COVID-19"
18008,2020-02-08,South Dakota,152.0,202.0,170.0,0.0,0.0,"All causes, excluding COVID-19"
18009,2020-02-15,South Dakota,180.0,201.0,169.0,0.0,11.0,"All causes, excluding COVID-19"
18010,2020-02-22,South Dakota,180.0,199.0,168.0,0.0,12.0,"All causes, excluding COVID-19"
18011,2020-02-29,South Dakota,166.0,200.0,169.0,0.0,0.0,"All causes, excluding COVID-19"
18012,2020-03-07,South Dakota,197.0,198.0,167.0,0.0,30.0,"All causes, excluding COVID-19"
18013,2020-03-14,South Dakota,168.0,199.0,168.0,0.0,0.0,"All causes, excluding COVID-19"
18014,2020-03-21,South Dakota,165.0,198.0,166.0,0.0,0.0,"All causes, excluding COVID-19"
18015,2020-03-28,South Dakota,150.0,196.0,165.0,0.0,0.0,"All causes, excluding COVID-19"
18016,2020-04-04,South Dakota,170.0,198.0,167.0,0.0,3.0,"All causes, excluding COVID-19"
18017,2020-04-11,South Dakota,150.0,196.0,165.0,0.0,0.0,"All causes, excluding COVID-19"
18018,2020-04-18,South Dakota,154.0,195.0,164.0,0.0,0.0,"All causes, excluding COVID-19"
18019,2020-04-25,South Dakota,173.0,193.0,162.0,0.0,11.0,"All causes, excluding COVID-19"
18020,2020-05-02,South Dakota,144.0,189.0,159.0,0.0,0.0,"All causes, excluding COVID-19"
18021,2020-05-09,South Dakota,168.0,186.0,156.0,0.0,12.0,"All causes, excluding COVID-19"
18022,2020-05-16,South Dakota,142.0,184.0,155.0,0.0,0.0,"All causes, excluding COVID-19"
18023,2020-05-23,South Dakota,155.0,184.0,154.0,0.0,1.0,"All causes, excluding COVID-19"
18024,2020-05-30,South Dakota,149.0,185.0,155.0,0.0,0.0,"All causes, excluding COVID-19"
18025,2020-06-06,South Dakota,138.0,184.0,154.0,0.0,0.0,"All causes, excluding COVID-19"
18026,2020-06-13,South Dakota,151.0,183.0,154.0,0.0,0.0,"All causes, excluding COVID-19"
18027,2020-06-20,South Dakota,162.0,184.0,155.0,0.0,7.0,"All causes, excluding COVID-19"
18028,2020-06-27,South Dakota,154.0,182.0,153.0,0.0,1.0,"All causes, excluding COVID-19"
18187,2020-01-04,Tennessee,1612.0,1668.0,1565.0,0.0,47.0,"All causes, excluding COVID-19"
18188,2020-01-11,Tennessee,1685.0,1680.0,1572.0,5.0,113.0,"All causes, excluding COVID-19"
18189,2020-01-18,Tennessee,1593.0,1682.0,1578.0,0.0,15.0,"All causes, excluding COVID-19"
18190,2020-01-25,Tennessee,1529.0,1695.0,1587.0,0.0,0.0,"All causes, excluding COVID-19"
18191,2020-02-01,Tennessee,1586.0,1678.0,1575.0,0.0,11.0,"All causes, excluding COVID-19"
18192,2020-02-08,Tennessee,1617.0,1662.0,1561.0,0.0,56.0,"All causes, excluding COVID-19"
18193,2020-02-15,Tennessee,1459.0,1663.0,1559.0,0.0,0.0,"All causes, excluding COVID-19"
18194,2020-02-22,Tennessee,1516.0,1649.0,1546.0,0.0,0.0,"All causes, excluding COVID-19"
18195,2020-02-29,Tennessee,1505.0,1640.0,1538.0,0.0,0.0,"All causes, excluding COVID-19"
18196,2020-03-07,Tennessee,1614.0,1623.0,1520.0,0.0,94.0,"All causes, excluding COVID-19"
18197,2020-03-14,Tennessee,1599.0,1616.0,1514.0,0.0,85.0,"All causes, excluding COVID-19"
18198,2020-03-21,Tennessee,1524.0,1623.0,1521.0,0.0,3.0,"All causes, excluding COVID-19"
